,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,RenameList
0,d0bf79e2d24101649713f0d1b276901921bb3999,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2019-11-18 17:51:10-05:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
1,267a7b200b52f0315b8c59546236c2af7b39c8f1,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2020-06-15 18:07:50-04:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
2,47c5def6b37c59a5e1ec01d3cd7d5c3ef074c52b,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2020-05-21 15:47:02-04:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
3,6678eed355965aae9f53951319161dc3106dd68a,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2020-07-30 20:55:10-04:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
4,4372eef3cc7ac357d5742f9e179ba30b5edf7896,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2019-01-31 10:31:28-05:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
5,3f040bac0f335116e264334d64c9f4fec524fe61,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2018-10-24 15:13:09-04:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
6,8b6089210878e21f356261081e8aebf324236b56,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2019-11-14 16:40:36-05:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
7,0470bb111d11337fac23ab2649edaa9c309f5d7f,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2019-05-23 14:53:31-04:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
8,f24f2f9f3dcca16cbba42ea22146cbf6e9ebe803,0.6/Dockerfile,0.X/Dockerfile,"# By default you'll get a single-node development server that stores everything
# in RAM, exposes a web UI, and bootstraps itself. Don't use this configuration
# for production.",2016-02-16 09:50:36+01:00,2016-01-29 11:18:14-08:00,,0.6/Dockerfile
9,20add33b31a54c8de514a72255618058727f0227,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2020-02-11 11:22:31-05:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
10,9b52c02881eb7efca97b9a4a2fe25bf7623071a5,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2017-06-08 13:25:01-07:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
11,9898da06ec8e902cc147c04b0269378b7b39f4ff,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2019-01-31 10:31:28-05:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
12,b323ad31103564a502ed4c5d2ba0017c953e6239,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2017-08-09 18:34:41-07:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
13,9cb67358af03c73222da3badebc7c69d765c456a,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2020-05-06 01:33:18+02:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
14,36498f6d97bdf367a2cfa8ac94faad2d83c52f56,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2018-09-13 12:25:21-04:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
15,702e1235021066b76e91076a3a38e1de974c657b,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2020-06-18 15:31:31-04:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
16,9591d8392246c015dfee642f2634237ff791354a,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2019-04-26 16:06:58-04:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
17,b29407b8716fba0c5781f6c6800bf46ef3700cf7,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2019-09-12 16:40:57-04:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
18,a9fc2295556404f409d16de58be611b77079a870,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2018-11-14 17:11:21-08:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
19,470868df3885ad93f45a2c63c648bf119a544fa4,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2016-09-14 16:00:03-07:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
20,fb44f3d2c7f60de2c4e7fc55875db98602d5f61b,0.6/Dockerfile,0.X/Dockerfile,"# By default you'll get a single-node development server that stores everything
# in RAM, exposes a web UI, and bootstraps itself. Don't use this configuration
# for production.",2016-04-21 09:05:40-07:00,2016-01-29 11:18:14-08:00,,0.6/Dockerfile
21,3095259fe32be886341fb80d72a6d202a4a808e1,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2018-12-19 08:38:00-08:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
22,efb7018ca2495b51a5232b515aff63c0712a7752,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2019-01-31 10:31:28-05:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
23,1fba73564ac4f8e7bfcc6a59a2ee747ba4dad1e0,0.X/Dockerfile,0.X/Dockerfile,"# By default you'll get an insecure single-node development server that stores
# everything in RAM, exposes a web UI and HTTP endpoints, and bootstraps itself.
# Don't use this configuration for production.",2019-04-26 16:06:58-04:00,2016-01-29 11:18:14-08:00,,0.X/Dockerfile
