,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,isSATD
0,d5af25e7d3eb5b885fb22c381af6fd038367cbcd,glibc/Dockerfile.builder,glibc/Dockerfile.builder,"# hack hack hack hack hack
# with glibc, static busybox uses libnss for DNS resolution :(
",2017-07-14 12:36:22-06:00,2016-01-07 10:46:41-08:00,,1
1,d5af25e7d3eb5b885fb22c381af6fd038367cbcd,uclibc/Dockerfile.builder,uclibc/Dockerfile.builder,"# TODO ppc64el ? (needs BR2_TOOLCHAIN_BUILDROOT_UCLIBC support)
",2017-07-14 12:36:22-06:00,2015-02-02 23:02:09-07:00,,1
2,d5af25e7d3eb5b885fb22c381af6fd038367cbcd,uclibc/Dockerfile.builder,uclibc/Dockerfile.builder,"# TODO s390x ? (needs BR2_TOOLCHAIN_BUILDROOT_UCLIBC support)
",2017-07-14 12:36:22-06:00,2015-02-02 23:02:09-07:00,,1
3,f8d10a7c34c2b4aebd7cdd2f6b841dc6ec1d7e94,upstream/Dockerfile.builder,uclibc/Dockerfile.builder,"# TODO remove CONFIG_FEATURE_SYNC_FANCY from this explicit list after the next release of busybox (since it's disabled by default upstream now)
",2015-10-31 09:47:58-07:00,2015-02-02 23:02:09-07:00,,1
4,68c99dc583c8755e7dce77acdd356bfde00046b6,uclibc/Dockerfile.builder,uclibc/Dockerfile.builder,"# TODO ppc64el ? (needs BR2_TOOLCHAIN_BUILDROOT_UCLIBC support)
",2020-04-15 19:54:38-07:00,2015-02-02 23:02:09-07:00,,1
5,68c99dc583c8755e7dce77acdd356bfde00046b6,uclibc/Dockerfile.builder,uclibc/Dockerfile.builder,"# TODO s390x ? (needs BR2_TOOLCHAIN_BUILDROOT_UCLIBC support)
",2020-04-15 19:54:38-07:00,2015-02-02 23:02:09-07:00,,1
6,68c99dc583c8755e7dce77acdd356bfde00046b6,glibc/Dockerfile.builder,glibc/Dockerfile.builder,"# hack hack hack hack hack
# with glibc, static busybox uses libnss for DNS resolution :(
",2020-04-15 19:54:38-07:00,2016-01-07 10:46:41-08:00,,1
7,ba116f6e8efbad7f8d837d530a7dcd48da6c2b55,upstream/Dockerfile.builder,uclibc/Dockerfile.builder,"# TODO remove CONFIG_FEATURE_SYNC_FANCY from this explicit list after the next release of busybox (since it's disabled by default upstream now)
",2015-10-14 10:57:39-07:00,2015-02-02 23:02:09-07:00,,1
8,3faaa45afa794cc057376c13831f7ba3e627e545,glibc/Dockerfile.builder,glibc/Dockerfile.builder,"# hack hack hack hack hack
# with glibc, static busybox uses libnss for DNS resolution :(
",2018-12-24 12:45:10-08:00,2016-01-07 10:46:41-08:00,,1
9,3faaa45afa794cc057376c13831f7ba3e627e545,uclibc/Dockerfile.builder,uclibc/Dockerfile.builder,"# TODO ppc64el ? (needs BR2_TOOLCHAIN_BUILDROOT_UCLIBC support)
",2018-12-24 12:45:10-08:00,2015-02-02 23:02:09-07:00,,1
